id,valor,categoria,hora,is_fraud
460,10.97,D,19,0
461,173.84,A,21,0
462,6.26,B,22,0
463,202.63,A,13,0
464,8402.54,C,11,0
465,4290.6,C,1,1
466,26.25,B,11,0
467,1097.35,C,12,0
468,21.24,A,0,0
469,527.85,C,12,0
470,197.7,B,5,0
471,306.69,C,20,0
472,1052.82,C,0,1
473,143.69,A,2,0
474,646.98,D,21,0
475,4634.64,B,13,0
476,19.69,C,5,0
477,568.56,B,22,0
478,211.34,D,23,0
479,11289.51,C,10,0
480,723.66,B,2,0
481,2565.94,C,8,1
482,2709.86,C,13,0
483,32.09,C,19,0
484,2716.41,D,2,1
485,313.96,C,23,0
486,946.65,D,13,0
487,27.78,C,14,0
488,113.93,C,20,0
489,140.22,D,8,0
490,460.24,B,19,0
491,276.1,C,17,0
492,36.85,B,11,0
493,1195.93,D,13,0
494,14112.02,B,0,1
495,56.12,B,4,0
496,24653.55,A,2,1
497,37.1,C,12,0
498,48.73,D,12,0
499,24246.13,A,20,0
500,711.79,C,18,0
501,2105.37,A,1,1
502,168.91,B,19,0
503,246.67,A,11,0
504,611.22,D,11,0
505,596.22,B,4,0
506,1016.23,B,22,0
507,138.14,A,5,0
508,249.99,D,5,0
509,169.38,C,0,0
510,3328.29,A,19,0
511,127.7,A,8,0
512,76.61,D,21,0
513,2299.62,C,10,0
514,238.1,A,5,0
515,1297.28,D,13,0
516,7294.81,A,19,0
517,10.44,C,1,0
518,15.14,B,13,0
519,232.41,B,2,0
520,845.05,D,1,0
521,26.15,C,0,0
522,59.09,B,0,0
523,25.51,C,20,0
524,553.8,B,1,0
525,299.47,C,18,0
526,272.91,A,20,0
527,314.35,A,14,0
528,529.58,B,4,0
529,832.05,C,21,0
530,19.44,D,19,0
531,4420.32,B,15,0
532,53.61,C,14,0
533,157.31,C,12,0
534,27787.62,B,4,1
535,1141.7,A,4,1
536,126.95,B,11,0
537,285.05,A,21,0
538,398.2,D,13,0
539,115.1,A,4,0
540,796.91,D,19,0
541,2274.43,A,19,0
542,25.76,D,12,0
543,216.23,A,15,0
544,379.39,C,10,0
545,75.27,C,21,0
546,3912.97,A,14,0
547,180.9,B,11,0
548,752.08,C,12,0
549,88.06,C,19,0
550,280.15,D,13,0
551,175.14,A,11,0
552,2.91,B,8,0
553,51.96,C,13,0
554,147.73,B,7,0
555,1492.84,A,13,0
556,12250.13,A,7,1
557,83.03,D,19,0
558,57.19,B,21,0
559,139.93,A,8,0
560,7319.84,D,13,0
561,3793.51,D,13,0
562,435.37,D,16,0
563,900.53,C,9,0
564,283.68,A,19,0
565,4.49,C,1,0
566,660.6,D,9,0
567,2695.4,A,0,1
568,1881.51,C,19,0
569,7.51,A,9,0
570,171.93,C,5,0
571,13.8,A,14,0
572,984.47,D,9,0
573,77.68,B,13,0
574,563.08,C,0,0
575,101.35,B,7,0
576,214.71,A,12,0
577,339.54,B,4,0
578,272.45,A,18,0
579,2.51,C,12,0
580,1418.83,B,12,0
581,537.29,A,21,0
582,220.66,A,19,0
583,120.49,A,11,0
584,567.77,D,4,0
585,229.07,C,12,0
586,390.31,C,2,0
587,397.87,C,14,0
588,763.5,A,9,0
589,195.87,A,11,0
590,213.53,B,11,0
591,41.09,A,9,0
592,1434.76,D,9,0
593,121.39,B,13,0
594,65.51,B,13,0
595,278.2,B,17,0
596,170.25,A,17,0
597,4.86,A,16,0
598,85.89,B,10,0
599,81.74,D,19,0
600,542.46,A,12,0
601,163.02,D,19,0
602,13.96,A,13,0
603,19.99,A,6,0
604,14.33,A,14,0
605,16.47,D,11,0
606,322.93,A,3,0
607,415.3,C,23,0
608,866.36,B,14,0
609,64.48,A,13,0
610,8.08,B,7,0
611,112.19,A,20,0
612,647.85,A,16,0
613,337.26,A,15,0
614,16548.96,A,6,1
615,21.42,A,0,0
616,2589.84,A,6,1
617,37.21,B,22,0
618,519.23,D,0,0
619,522.72,A,16,0
620,1158.34,B,12,0
621,1413.37,D,15,0
622,8.12,D,4,0
623,62.59,A,5,0
624,774.84,D,15,0
625,24.9,A,12,0
626,4.29,A,13,0
627,341.74,B,6,0
628,14.07,C,7,0
629,219.16,C,19,0
630,221.07,C,5,0
631,48.0,B,9,0
632,903.03,B,19,0
633,1959.08,D,21,0
634,67.71,D,13,0
635,2.21,B,0,0
636,47.2,A,8,0
637,87.52,B,0,0
638,57.74,C,19,0
639,2046.93,D,20,0
640,134.29,D,2,0
641,2564.55,C,13,0
642,110.55,B,20,0
643,946.15,A,3,0
644,1209.98,D,21,0
645,326.5,B,11,0
646,42.76,B,13,0
647,206.93,D,12,0
648,249.47,D,16,0
649,732.21,D,2,0
650,1299.46,C,21,0
651,26.9,A,0,0
652,388.55,C,12,0
653,519.31,A,12,0
654,8976.01,C,23,0
655,234.48,A,9,0
656,11.74,B,9,0
657,231.87,C,13,0
658,2967.1,A,8,1
659,5358.58,B,17,0
660,46.49,D,12,0
661,296.48,A,0,0
662,176.88,B,14,0
663,283.5,D,15,0
664,2956.8,B,18,0
665,25.29,B,2,0
666,46.37,A,13,0
667,50.83,D,23,0
668,1023.19,A,15,0
669,46.24,A,13,0
670,185.24,B,21,0
671,82.91,A,22,0
672,1844.11,B,1,1
673,46.95,D,2,0
674,438.53,B,3,0
675,150.55,B,20,0
676,911.55,D,4,0
677,4489.52,D,23,0
678,247.56,B,1,0
679,145.1,C,21,0
680,6542.83,C,19,0
681,220.79,A,9,0
682,248.24,A,15,0
683,98.89,D,21,0
684,332.08,D,16,0
685,97.57,C,11,0
686,724.61,B,13,0
687,1078.36,A,12,0
688,121.02,D,10,0
689,43.47,C,13,0
690,239.27,C,19,0
691,70.05,A,1,0
692,612.73,A,19,0
693,265.44,A,12,0
694,84.04,C,2,0
695,207.85,B,19,0
696,545.1,A,3,0
697,3146.8,D,19,0
698,1361.13,B,13,0
699,134.77,D,11,0
700,40.35,B,3,0
701,124.67,A,15,0
702,257.4,D,11,0
703,368.38,C,7,0
704,5241.79,C,21,0
705,73.58,B,12,0
706,17.51,C,17,0
707,5.63,B,1,0
708,370.02,A,11,0
709,35396.93,A,11,0
710,15.48,D,20,0
711,12672.9,A,0,1
712,40.45,B,22,0
713,216.21,D,19,0
714,35.35,C,13,0
715,1057.4,A,20,0
716,13.3,C,23,0
717,97.49,B,12,0
718,1060.91,D,17,0
719,28.53,C,3,0
720,2314.26,B,19,0
721,2595.17,A,16,0
722,706.71,A,19,0
723,2104.99,B,13,0
724,6720.61,C,16,0
725,74.54,A,0,0
726,105.05,D,1,0
727,670.81,A,20,0
728,65.04,A,12,0
729,3755.31,B,22,0
730,139.62,B,6,0
731,260.61,C,18,0
732,1217.14,A,11,0
733,5604.73,B,22,0
734,534.81,C,12,0
735,864.14,C,12,0
736,2.58,A,22,0
737,25.49,C,20,0
738,136.73,B,23,0
739,697.91,B,10,0
740,80.4,C,4,0
741,30.01,C,0,0
742,369.33,B,6,0
743,57.27,B,19,0
744,31.5,A,12,0
745,693.13,C,17,0
746,602.07,A,5,0
747,4335.58,D,15,0
748,84.55,D,13,0
749,135.26,C,5,0
750,1110.02,B,14,0
751,130.9,B,1,0
752,2410.62,B,2,1
753,482.54,A,10,0
754,447.57,B,7,0
755,5522.76,D,17,0
756,41.55,D,8,0
757,2478.96,A,3,0
758,2908.81,B,11,0
759,1055.28,A,14,0
760,18.43,D,21,0
761,292.07,C,5,0
762,87.35,A,14,0
763,81.14,A,12,0
764,257.53,B,0,0
765,460.71,D,11,0
766,327.56,B,13,0
767,32.16,D,20,0
768,38.39,A,3,0
769,220.33,B,4,0
770,15508.52,D,5,0
771,62.88,C,20,0
772,41.26,D,5,0
773,402.06,B,19,0
774,571.22,D,14,0
775,183.79,D,4,0
776,42268.85,C,7,1
777,132.06,C,21,0
778,86.92,B,9,0
779,98.64,A,12,0
780,511.97,B,16,0
781,290.81,C,3,0
782,350.29,C,9,0
783,6.34,D,21,0
784,555.58,B,2,0
785,12.02,B,13,0
786,168.37,B,19,0
787,3285.95,D,12,0
788,107.03,C,0,0
789,290.54,A,15,0
790,325.63,A,6,0
791,25.44,A,7,0
792,84.12,D,14,0
793,108.28,D,19,0
794,68.1,A,18,0
795,6.88,A,21,0
796,2342.1,A,5,1
797,274.08,B,7,0
798,61.72,B,19,0
799,722.79,C,20,0
800,1090.32,D,1,1
801,21.08,C,11,0
802,4592.92,B,12,0
803,224.04,A,22,0
804,407.62,A,13,0
805,111.45,D,9,0
806,612.14,A,11,0
807,53.68,A,13,0
808,29.52,D,18,0
809,2625.47,A,17,0
810,53.52,C,22,0
811,157.51,D,10,0
812,6083.93,C,13,0
813,29.87,A,2,0
814,15203.38,C,19,0
815,81.75,B,17,0
816,227.02,A,20,0
817,7639.54,B,9,0
818,2976.96,A,3,1
819,38.2,C,15,0
820,48.9,C,8,0
821,233.03,B,20,0
822,186.71,B,11,0
823,60.12,B,15,0
824,307.59,B,12,0
825,6.14,A,3,0
826,258.46,D,21,0
827,463.34,D,0,0
828,22.33,A,3,0
829,2265.05,D,19,0
830,153.57,C,16,0
831,7918.62,B,12,0
832,855.2,C,21,0
833,31.14,C,17,0
834,602.44,A,16,0
835,458.88,B,21,0
836,248.99,C,16,0
837,41.46,D,22,0
838,3186.0,C,19,0
839,287.35,D,4,0
840,108.55,B,21,0
841,13214.17,C,2,1
842,1594.81,D,7,1
843,26.21,C,8,0
844,33.96,A,14,0
845,950.16,D,23,0
846,81.12,D,3,0
847,12.48,A,11,0
848,43.43,B,8,0
849,126.86,D,19,0
850,261.5,D,3,0
851,13.07,D,7,0
852,90.86,C,17,0
853,1853.92,A,18,0
854,381.83,A,12,0
855,53.48,D,1,0
856,6.89,D,12,0
857,3368.25,D,11,0
858,8.75,C,18,0
859,15.38,A,21,0
860,152.36,D,19,0
861,440.79,C,6,0
862,55.81,A,0,0
863,3203.04,C,0,0
864,242.14,C,20,0
865,461.98,B,7,0
866,9.89,B,18,0
867,2520.1,C,21,0
868,98.17,C,6,0
869,841.96,A,19,0
870,45.61,D,13,0
871,425.57,B,12,0
872,979.62,D,20,0
873,4226.38,B,7,1
874,3312.87,C,19,0
875,184.46,B,19,0
876,219.92,B,4,0
877,1011.45,B,4,1
878,153.96,B,0,0
879,732.98,D,3,0
880,688.34,B,21,0
881,46.92,B,11,0
882,38.84,D,5,0
883,105.93,A,21,0
884,2228.65,A,11,0
885,209.05,B,11,0
886,23.64,A,12,0
887,40.32,B,6,0
888,1292.74,A,12,0
889,64.46,A,19,0
890,375.87,D,21,0
891,1021.04,D,13,0
892,951.16,B,19,0
893,4213.42,A,11,0
894,181.93,A,10,0
895,237.74,B,19,0
896,469.88,D,13,0
897,414.07,B,19,0
898,376.74,C,19,0
899,268.78,C,8,0
900,650.99,D,10,0
901,7.54,D,6,0
902,69.16,D,23,0
903,448.64,C,13,0
904,222.9,A,20,0
905,17.84,C,12,0
906,65.99,B,4,0
907,473.98,D,7,0
908,2.97,A,21,0
909,2440.93,A,9,0
910,347.08,B,9,0
911,183.41,B,7,0
912,253.4,C,10,0
913,211.98,A,14,0
914,4584.51,A,7,1
915,18.2,C,22,0
916,256.93,A,11,0
917,19.96,B,13,0
918,5682.18,C,19,0
919,220.95,A,11,0
920,235.58,D,5,0
921,91.51,B,12,0
922,25.81,B,0,0
923,573.36,A,15,0
924,1083.82,B,2,1
925,56.31,B,8,0
926,3244.64,D,12,0
927,2020.26,B,0,1
928,9.43,B,13,0
929,50.11,D,20,0
930,20.92,A,22,0
931,3129.73,C,13,0
932,646.18,A,4,0
933,252.85,B,8,0
934,490.67,C,6,0
935,1407.47,C,17,0
936,1648.34,D,0,1
937,232.03,C,16,0
938,1625.61,C,19,0
939,533.5,D,21,0
940,401.16,C,18,0
941,154.4,C,20,0
942,53.89,B,19,0
943,67.3,C,1,0
944,328.27,D,13,0
945,520.52,A,7,0
946,522.94,B,14,0
947,4291.55,A,1,1
948,42.45,A,22,0
949,493.95,B,3,0
950,9873.14,B,10,0
951,4.17,D,19,0
952,369.78,D,21,0
953,83.06,A,6,0
954,173.46,D,21,0
955,64.12,A,0,0
956,405.18,B,21,0
957,101.02,B,16,0
958,365.36,C,11,0
959,542.75,D,4,0
960,1240.93,B,11,0
961,67.3,D,23,0
962,17.73,C,9,0
963,361.75,A,21,0
964,765.49,A,18,0
965,99.27,D,13,0
966,6894.73,B,12,0
967,1345.57,C,23,0
968,12.88,C,20,0
969,50.96,D,21,0
970,100.63,D,21,0
971,1806.25,B,19,0
972,41.41,B,18,0
973,1415.13,D,20,0
974,4070.4,B,6,1
975,148.45,A,21,0
976,38.62,C,11,0
977,70.49,B,0,0
978,1004.79,C,13,0
979,526.19,B,4,0
980,86.04,C,11,0
981,80.32,A,21,0
982,105.7,B,18,0
983,65.17,A,14,0
984,121.42,D,21,0
985,863.49,B,16,0
986,2488.53,D,12,0
987,4498.04,A,10,0
988,89.48,C,2,0
989,5.09,B,17,0
990,63.97,B,20,0
991,183.48,B,15,0
992,118.24,A,21,0
993,1457.12,B,17,0
994,170.76,C,21,0
995,844.29,C,7,0
996,1079.35,C,0,0
997,2596.78,B,22,0
998,79.76,A,13,0
999,612.36,D,0,0
1000,324.32,C,22,0
1001,154.46,C,7,0
1002,545.76,A,22,0
1003,1495.59,D,12,0
1004,293.93,A,11,0
1005,1223.42,B,19,0
1006,349.29,C,20,0
1007,202.62,D,9,0
1008,600.9,A,20,0
1009,3864.03,C,17,0
1010,430.94,C,14,0
1011,264.51,D,22,0
1012,1209.61,A,11,0
1013,27.2,C,11,0
1014,251.08,A,4,0
1015,19.88,C,12,0
1016,3.28,C,21,0
1017,45.46,A,18,0
1018,3463.78,C,6,0
1019,6210.07,B,12,0
1020,2986.36,D,7,1
1021,115.96,D,13,0
1022,80.0,D,3,0
1023,18.69,A,18,0
1024,153.49,C,19,0
1025,90.55,C,21,0
1026,44.1,B,19,0
1027,902.12,B,12,0
1028,23.87,C,2,0
1029,65.82,B,11,0
1030,16.16,A,23,0
1031,3407.99,C,21,0
1032,4085.17,A,10,0
1033,122.98,A,13,0
1034,82.06,C,23,0
1035,248.42,D,11,0
1036,4799.11,C,15,0
1037,169.01,A,11,0
1038,6106.99,C,22,0
1039,1467.8,B,4,1
1040,6906.95,B,16,0
1041,326.63,B,11,0
1042,841.39,A,1,0
1043,585.42,A,3,0
1044,26.86,D,6,0
1045,12.0,A,10,0
1046,227.3,B,19,0
1047,97.13,B,9,0
1048,798.43,D,19,0
1049,93.72,A,15,0
1050,26.99,B,14,0
1051,135.44,B,4,0
1052,198.44,D,19,0
1053,7652.97,D,0,0
1054,2429.8,A,16,0
1055,290.05,D,21,0
1056,2663.6,C,11,0
1057,1521.0,C,17,0
1058,175.69,B,5,0
1059,317.73,D,11,0
1060,1034.47,D,12,0
1061,464.21,D,10,0
1062,4239.12,B,9,0
1063,258.6,A,8,0
1064,835.45,A,16,0
1065,4996.67,A,3,1
1066,473.15,C,12,0
1067,76.33,C,9,0
1068,670.82,A,11,0
1069,114.55,C,16,0
1070,28567.49,D,5,1
1071,74.4,C,7,0
1072,124.98,C,11,0
1073,126.06,B,1,0
1074,424.44,B,22,0
1075,197.65,A,6,0
1076,466.28,B,11,0
1077,263.68,B,19,0
1078,2.66,B,11,0
1079,543.29,D,8,0
1080,165.4,A,14,0
1081,7.48,D,8,0
1082,128.49,C,20,0
1083,216.2,A,11,0
1084,56.85,B,19,0
1085,5349.45,C,19,0
1086,214.01,A,3,0
1087,583.39,C,13,0
1088,209.72,A,23,0
1089,60.46,D,15,0
1090,1016.05,D,13,0
1091,119.15,A,19,0
1092,66.37,D,11,0
1093,581.52,D,21,0
1094,768.28,A,16,0
1095,75.6,C,21,0
1096,789.01,B,20,0
1097,357.41,C,13,0
1098,86.46,B,7,0
1099,1689.29,D,15,0
1100,32.44,A,13,0
1101,156.65,A,21,0
1102,1.39,D,23,0
1103,68.58,B,21,0
1104,100.62,B,19,0
1105,238.04,C,5,0
1106,1068.1,B,15,0
1107,283.81,C,20,0
1108,574.32,A,16,0
1109,856.33,C,14,0
1110,124.88,D,18,0
1111,39.14,C,11,0
1112,728.55,B,12,0
1113,5905.16,C,19,0
1114,2026.83,D,20,0
1115,5915.91,B,16,0
1116,11464.89,D,15,0
1117,90.83,B,19,0
1118,15.35,B,21,0
1119,41.49,B,9,0
1120,133.44,A,11,0
1121,639.11,C,3,0
1122,12318.45,B,19,0
1123,27.4,D,8,0
1124,2012.23,C,12,0
1125,449.55,A,0,0
1126,95.69,A,16,0
1127,216.65,A,10,0
1128,5194.46,D,11,0
1129,180.51,D,19,0
1130,164.96,A,10,0
