id,valor,categoria,hora,is_fraud
606,35.72,C,19,0
607,152.27,D,11,0
608,4149.73,A,11,0
609,240.25,B,21,0
610,31.23,A,9,0
611,335.56,A,21,0
612,123.88,D,8,0
613,3446.84,A,12,1
614,203.55,A,17,0
615,215.03,B,2,0
616,249.19,D,2,0
617,2877.2,B,2,0
618,55.22,B,18,0
619,198.84,A,18,0
620,1.93,D,15,0
621,2072.86,A,20,0
622,394.04,B,9,0
623,5844.63,D,11,0
624,695.46,B,20,0
625,2.2,D,20,0
626,415.62,C,19,0
627,2918.39,D,18,0
628,151.37,D,20,0
629,323.79,C,19,0
630,353.11,B,19,0
631,171.41,A,7,0
632,1197.27,A,9,0
633,203.48,D,14,0
634,211.68,C,7,0
635,500.92,C,12,0
636,5948.31,D,11,1
637,171.44,B,18,0
638,265.78,D,10,0
639,135.05,B,7,0
640,4622.02,A,13,0
641,2040.75,B,23,1
642,102.1,A,1,0
643,404.58,B,12,0
644,2703.52,B,2,1
645,266.55,D,13,0
646,91.44,C,11,0
647,940.79,C,23,0
648,27745.58,C,7,0
649,53.96,C,12,0
650,14.94,C,12,0
651,24.17,C,21,0
652,2865.11,D,19,0
653,348.29,A,4,0
654,396.58,A,0,0
655,726.7,B,5,0
656,1155.5,A,4,1
657,61.09,D,21,0
658,20.72,A,19,0
659,120.13,D,8,0
660,2656.23,D,19,0
661,52.34,A,20,0
662,2724.17,A,11,0
663,424.3,D,13,0
664,4160.81,B,13,0
665,133.86,C,22,0
666,232.44,A,21,0
667,1501.96,B,4,0
668,338.43,C,2,0
669,1384.29,B,20,1
670,1407.88,A,13,0
671,204.83,A,16,0
672,177.21,D,12,0
673,26.82,A,20,0
674,75.57,C,12,0
675,508.08,B,10,0
676,368.61,B,21,0
677,996.93,D,23,0
678,240.29,C,8,0
679,357.23,D,20,0
680,38.31,D,13,0
681,689.91,D,12,0
682,266.47,B,15,0
683,28.89,C,4,0
684,4892.66,A,0,0
685,696.24,A,13,0
686,102.73,D,13,0
687,1666.41,B,2,0
688,255.99,B,0,0
689,82.98,C,19,0
690,727.91,C,11,0
691,398.33,B,23,0
692,1005.94,D,14,1
693,76.74,B,11,0
694,60.93,A,20,0
695,944.0,A,15,0
696,22.62,B,20,0
697,1309.97,B,3,0
698,59.26,B,18,0
699,17.35,D,13,0
700,163.33,A,6,0
701,67.41,A,18,0
702,640.41,B,16,0
703,203.15,C,3,0
704,73.76,B,19,0
705,177.33,D,1,0
706,220.25,B,8,0
707,41.7,A,19,0
708,168.88,C,20,0
709,1.16,D,12,0
710,13.7,B,20,0
711,26.73,B,11,0
712,20.21,A,19,0
713,1049.28,A,6,0
714,20.62,D,12,0
715,1159.04,C,1,0
716,114.6,A,2,0
717,21.04,B,13,0
718,69.4,D,20,0
719,412.04,D,4,0
720,186.64,C,0,0
721,177.21,A,18,0
722,512.16,B,13,0
723,42.12,C,13,0
724,262.29,D,3,0
725,587.48,C,20,0
726,10.95,C,3,0
727,91.42,D,12,0
728,3032.25,C,0,0
729,51.65,B,21,0
730,1184.41,D,13,0
731,739.01,D,7,0
732,3894.55,D,14,0
733,652.88,A,11,0
734,3079.0,A,1,0
735,40.03,B,11,0
736,490.32,A,7,0
737,3049.23,A,5,0
738,192.1,B,13,0
739,7.22,A,0,0
740,139.75,A,2,0
741,260.4,B,13,0
742,349.62,B,18,0
743,780.42,B,1,0
744,215.59,B,19,0
745,70.78,B,4,0
746,890.76,D,4,0
747,86.79,A,11,0
748,877.77,C,8,0
749,6.01,B,20,0
750,292.99,D,13,0
751,19.03,A,15,0
752,2623.92,B,6,0
753,991.3,A,22,0
754,279.77,A,7,0
755,3328.76,C,3,0
756,5.71,A,16,0
757,779.13,A,2,0
758,234.88,A,23,0
759,1949.81,C,7,1
760,654.38,B,23,0
761,916.38,B,21,0
762,378.67,B,11,0
763,16.32,D,21,0
764,345.53,D,20,0
765,403.28,C,14,0
766,85.7,A,21,0
767,171.39,C,11,0
768,776.7,B,18,0
769,12.93,D,5,0
770,3397.29,D,7,0
771,120.73,C,21,0
772,27.06,A,9,0
773,1208.81,C,19,1
774,1395.87,C,22,0
775,269.19,B,12,0
776,1483.54,D,11,0
777,429.89,D,11,0
778,1296.42,D,14,0
779,39.98,D,18,0
780,89.2,B,10,0
781,349.9,C,11,0
782,39.31,D,13,0
783,686.75,A,10,0
784,1101.7,C,12,0
785,3786.31,A,2,0
786,36.91,A,13,0
787,51.67,A,19,0
788,623.67,D,19,0
789,2352.46,A,19,0
790,2.47,A,11,0
791,1098.78,D,17,1
792,19.98,C,16,0
793,574.6,D,3,0
794,924.37,B,13,0
795,68.2,A,21,0
796,94.33,A,0,0
797,8318.09,A,9,0
798,101.2,C,9,0
799,5731.37,D,13,0
800,9.27,A,11,0
801,1944.23,D,18,0
802,717.1,B,19,0
803,176.9,D,0,0
804,534.65,B,18,0
805,652.34,A,17,0
806,108.39,A,2,0
807,131.65,C,14,0
808,213.53,C,11,0
809,35335.04,C,12,1
810,35.06,D,23,0
811,710.34,D,2,0
812,27.99,D,17,0
813,7.46,A,16,0
814,553.06,D,12,0
815,35.77,A,23,0
816,520.84,D,23,0
817,242.97,A,20,0
818,24.38,D,19,0
819,57.63,A,23,0
820,19.73,D,11,0
821,32.64,D,12,0
822,755.86,D,20,0
823,192.31,C,5,0
824,296.77,B,22,0
825,21.19,A,14,0
826,27.13,C,11,0
827,117.41,D,19,0
828,231.35,B,14,0
829,8757.88,A,5,0
830,43.43,C,14,0
831,1147.25,D,13,0
832,790.66,B,13,0
833,86.93,C,11,0
834,27.26,A,16,0
835,333.32,C,20,0
836,14.82,B,19,0
837,214.28,D,12,0
838,1305.64,B,2,0
839,16.87,B,21,0
840,93.31,B,20,0
841,456.01,C,21,0
842,1029.07,B,14,0
843,1529.92,C,18,0
844,170.3,B,9,0
845,5885.42,A,9,0
846,2430.3,A,15,0
847,130.49,D,0,0
848,21.76,B,11,0
849,270.57,B,16,0
850,396.52,A,12,0
851,12.98,A,19,0
852,183.37,A,23,0
853,79.34,C,11,0
854,393.51,C,20,0
855,758.53,C,13,0
856,197.09,A,1,0
857,2236.98,B,11,1
858,60.46,A,10,0
859,188.89,D,1,0
860,1288.25,B,19,0
861,2060.54,D,22,0
862,2366.99,B,21,0
863,2530.02,C,5,0
864,73.56,A,19,0
865,114.83,C,3,0
866,1157.01,A,10,0
867,149.97,D,13,0
868,938.57,D,23,0
869,1360.47,B,12,0
870,371.57,A,2,0
871,1504.12,A,0,1
872,262.91,A,7,0
873,4250.32,D,23,1
874,17.56,A,18,0
875,74.22,D,7,0
876,1281.47,B,21,0
877,5222.09,B,22,0
878,6.08,B,11,0
879,80.67,D,11,0
880,1313.02,D,19,0
881,58.75,B,23,0
882,269.26,C,23,0
883,501.3,D,18,0
884,82.56,B,21,0
885,11.28,B,12,0
886,4.13,A,13,0
887,70.47,A,6,0
888,714.37,B,5,0
889,30.2,B,12,0
890,344.0,A,1,0
891,846.89,A,21,0
892,81.12,A,20,0
893,615.42,A,8,0
894,129.82,B,20,0
895,120.59,C,6,0
896,226.44,A,18,0
897,472.19,D,5,0
898,89.55,C,2,0
899,1707.94,B,16,0
900,852.48,A,2,0
901,302.18,B,19,0
902,317.86,B,21,0
903,77.13,B,11,0
904,28.99,D,11,0
905,556.04,C,0,0
906,461.89,C,12,0
907,59.85,B,11,0
908,32.29,A,13,0
909,21097.64,C,9,1
910,54.25,D,12,0
911,948.49,C,12,0
912,9699.05,B,19,0
913,927.89,C,12,0
914,54.4,A,15,0
915,7.0,A,18,0
916,22.8,C,12,0
917,939.04,B,22,0
918,1358.75,C,8,0
919,426.58,B,6,0
920,242.76,B,9,0
921,2976.84,A,19,0
922,1379.41,D,21,0
923,184.4,A,12,0
924,16.98,B,0,0
925,232.59,B,5,0
926,49.37,D,11,0
927,656.8,B,11,0
928,55.58,A,17,0
929,365.48,B,4,0
930,254.67,C,6,0
931,42.5,D,13,0
932,23.14,B,4,0
933,11.23,A,6,0
934,292.29,A,11,0
935,709.93,A,20,0
936,102.8,A,5,0
937,91.62,C,1,0
938,2848.83,B,21,0
939,126.61,D,11,0
940,20974.18,B,20,0
941,423.89,C,20,0
942,1193.63,A,19,0
943,43261.9,C,11,0
944,118.03,A,22,0
945,20.18,B,13,0
946,407.91,A,21,0
947,1465.04,C,12,0
948,2020.55,C,4,0
949,434.45,B,21,0
950,1512.75,C,16,0
951,504.05,B,9,0
952,209.43,C,0,0
953,44.77,C,21,0
954,24680.78,A,12,0
955,9.31,B,13,0
956,188.45,A,12,0
957,414.91,B,8,0
958,383.38,A,20,0
959,263.34,D,15,0
960,114.16,A,6,0
961,442.0,C,12,0
962,545.35,B,11,0
963,102.37,D,18,0
964,366.4,B,19,0
965,252.35,A,21,0
966,228.62,C,23,0
967,267.79,A,17,0
968,575.47,C,1,0
969,2865.15,B,5,0
970,16.56,B,5,0
971,45.06,C,13,0
972,97.86,B,9,0
973,249.31,B,21,0
974,154.03,A,9,0
975,3906.48,C,7,0
976,1565.83,C,22,0
977,154.78,D,19,0
978,691.44,A,6,0
979,1077.65,A,0,0
980,5123.41,A,14,0
981,506.69,A,6,0
982,223.11,C,13,0
983,206.14,D,0,0
984,41.91,D,8,0
985,18148.99,B,20,0
986,87.58,B,5,0
987,198.28,C,4,0
988,1671.02,C,21,0
989,2730.61,B,6,0
990,28.06,B,16,0
991,68.54,A,1,0
992,308.46,B,7,0
993,11.41,B,13,0
994,8675.36,C,13,0
995,4429.44,D,11,0
996,328.81,D,13,0
997,1842.75,B,20,1
998,178.91,B,22,0
999,90.47,C,21,0
1000,628.63,D,15,0
1001,707.87,A,10,0
1002,2690.25,D,11,0
1003,521.13,B,12,0
1004,56.68,D,16,0
1005,391.87,C,14,0
1006,102.32,A,12,0
1007,18.02,B,19,0
1008,13.97,A,6,0
1009,119.14,B,19,0
1010,1014.28,C,18,1
1011,21.7,D,13,0
1012,385.75,C,21,0
1013,58.5,B,12,0
1014,606.45,D,13,0
1015,1.3,D,19,0
1016,1030.25,D,13,0
1017,230.49,B,8,0
1018,300.15,B,17,0
1019,93.83,D,21,0
1020,55.23,B,9,0
1021,281.21,A,0,0
1022,20.54,B,15,0
1023,52.94,C,11,0
1024,149.74,D,8,0
1025,48.69,C,13,0
1026,137.97,B,7,0
1027,694.62,C,17,0
1028,29.85,B,19,0
1029,55.05,B,12,0
1030,993.36,C,11,0
1031,754.31,D,13,0
1032,158.19,B,23,0
1033,876.78,B,11,0
1034,7337.23,A,14,0
1035,1731.16,C,7,0
1036,28.0,C,6,0
1037,69.26,B,0,0
1038,822.85,C,13,0
1039,1670.69,D,21,0
1040,62.38,A,20,0
1041,1560.11,D,21,1
1042,982.17,A,21,0
1043,52.9,D,10,0
1044,3735.1,C,11,0
1045,514.21,D,23,0
1046,508.82,D,14,0
1047,107.35,B,6,0
1048,396.34,B,5,0
1049,2060.78,B,13,1
1050,2129.72,C,21,0
1051,3796.0,C,17,0
1052,61.04,B,20,0
1053,705.37,D,7,0
1054,154.97,B,6,0
1055,292.85,B,17,0
1056,428.99,D,13,0
1057,126.57,D,4,0
1058,1589.15,B,3,0
1059,34.83,B,12,0
1060,1917.3,D,9,1
1061,6546.51,B,0,1
1062,328.24,C,11,0
1063,336.1,C,6,0
1064,7.55,C,14,0
1065,1230.12,A,16,0
1066,524.25,D,17,0
1067,717.56,B,21,0
1068,190.03,C,8,0
1069,38.13,A,12,0
1070,55.16,A,9,0
1071,1810.2,B,13,0
1072,92.82,B,21,0
1073,7024.53,B,10,0
1074,770.1,D,23,0
1075,356.79,C,13,0
1076,46.41,C,23,0
1077,7.18,D,14,0
1078,116.76,B,4,0
1079,440.34,B,23,0
1080,5920.37,B,15,1
1081,1502.12,B,23,1
1082,122.53,B,20,0
1083,211.66,A,20,0
1084,150.88,B,11,0
1085,1380.97,D,23,1
1086,43.71,D,20,0
1087,377.81,C,21,0
1088,451.59,B,11,0
1089,5.34,C,21,0
1090,2528.77,B,5,0
1091,837.47,D,2,0
1092,239.04,D,17,0
1093,143.49,A,13,0
1094,2588.58,C,20,0
1095,703.49,D,21,0
1096,524.04,C,15,0
1097,40.79,B,19,0
1098,129.47,C,10,0
1099,37.45,C,20,0
1100,82.43,A,12,0
1101,21.13,C,21,0
1102,585.15,A,21,0
1103,300.52,B,11,0
1104,636.86,D,20,0
1105,558.86,B,12,0
1106,9.05,B,12,0
1107,33.25,D,20,0
1108,348.05,C,20,0
1109,13.52,B,12,0
1110,94.21,B,13,0
1111,1098.88,D,3,0
1112,4.29,C,19,0
1113,273.13,C,5,0
1114,81.71,D,3,0
1115,147.86,B,11,0
1116,169.78,B,21,0
1117,1065.08,D,7,1
1118,473.48,C,0,0
1119,255.95,C,21,0
1120,22.38,C,16,0
1121,225.13,C,12,0
1122,871.83,C,16,0
1123,602.38,D,20,0
1124,25.08,D,9,0
1125,65.75,B,7,0
1126,15059.85,A,13,1
1127,154.98,D,8,0
1128,275.44,C,18,0
1129,372.75,B,13,0
1130,50.26,A,7,0
