transaction_id,data,valor,hora,categoria,categoria_cod,qtd_transacoes_24h,is_fraud
TXN_OUT_000163,2025-10,427.8882427322539,15,restaurante,5,2,0
TXN_OUT_000164,2025-10,1171.7648914915026,19,supermercado,10,10,1
TXN_OUT_000165,2025-10,267.18715971091274,19,eletronicos,7,3,0
TXN_OUT_000166,2025-10,623.4731636000753,17,vestuario,4,9,0
TXN_OUT_000167,2025-10,554.8621272859546,23,livros,8,2,0
TXN_OUT_000168,2025-10,48.63477352360348,17,transporte,3,4,0
TXN_OUT_000169,2025-10,619.1212204270272,5,eletronicos,7,8,0
TXN_OUT_000170,2025-10,286.4325609272299,13,restaurante,5,3,0
TXN_OUT_000171,2025-10,260.89631457203046,21,lazer,6,3,0
TXN_OUT_000172,2025-10,1123.226012017477,19,supermercado,10,9,1
TXN_OUT_000173,2025-10,3000.0,2,eletronicos,7,11,1
TXN_OUT_000174,2025-10,112.09998137803554,12,alimentacao,1,1,0
TXN_OUT_000175,2025-10,219.6405858721682,20,eletronicos,7,2,0
TXN_OUT_000176,2025-10,254.5977179070319,16,lazer,6,5,0
TXN_OUT_000177,2025-10,324.5979457648169,23,eletronicos,7,2,0
TXN_OUT_000178,2025-10,167.61065402280337,14,lazer,6,2,0
TXN_OUT_000179,2025-10,1511.9847342651965,1,supermercado,10,5,0
TXN_OUT_000180,2025-10,463.2111347088797,19,livros,8,3,0
TXN_OUT_000181,2025-10,248.7808270216962,17,vestuario,4,1,0
TXN_OUT_000182,2025-10,5593.397290023759,5,joias,11,20,1
TXN_OUT_000183,2025-10,193.476601875774,20,assinatura,9,7,0
TXN_OUT_000184,2025-10,492.9899168266362,17,lazer,6,1,0
TXN_OUT_000185,2025-10,430.36171526642937,15,restaurante,5,3,0
TXN_OUT_000186,2025-10,2000.0,0,viagem,12,10,1
TXN_OUT_000187,2025-10,1332.7847151744072,6,vestuario,4,8,0
TXN_OUT_000188,2025-10,215.27422763058652,21,eletronicos,7,1,0
TXN_OUT_000189,2025-10,418.44079513307304,22,livros,8,1,0
TXN_OUT_000190,2025-10,249.51912647852353,17,transporte,3,3,0
TXN_OUT_000191,2025-10,117.50742549369963,15,transporte,3,1,0
TXN_OUT_000192,2025-10,837.4700163846691,21,assinatura,9,3,0
TXN_OUT_000193,2025-10,67.88255159140864,13,farmacia,2,1,0
TXN_OUT_000194,2025-10,130.29080184288074,12,farmacia,2,2,0
TXN_OUT_000195,2025-10,259.17225862750047,14,transporte,3,1,0
TXN_OUT_000196,2025-10,826.8370316826181,18,vestuario,4,2,0
TXN_OUT_000197,2025-10,455.68866337635956,12,vestuario,4,2,0
TXN_OUT_000198,2025-10,426.14068186721937,15,restaurante,5,1,0
TXN_OUT_000199,2025-10,1910.2196986553124,15,eletronicos,7,3,0
TXN_OUT_000200,2025-10,3000.0,0,joias,11,12,1
TXN_OUT_000201,2025-10,115.80015027006124,14,farmacia,2,1,0
TXN_OUT_000202,2025-10,181.30199533552636,11,farmacia,2,2,0
TXN_OUT_000203,2025-10,225.92623963287136,16,vestuario,4,5,0
TXN_OUT_000204,2025-10,113.82766657518927,17,farmacia,2,6,0
TXN_OUT_000205,2025-10,69.03233275814567,10,farmacia,2,1,0
TXN_OUT_000206,2025-10,625.9307420114562,23,livros,8,2,0
TXN_OUT_000207,2025-10,339.5700837108708,22,livros,8,2,0
TXN_OUT_000208,2025-10,437.31114176984215,21,lazer,6,2,0
TXN_OUT_000209,2025-10,116.03702507328809,17,alimentacao,1,2,0
TXN_OUT_000210,2025-10,987.8891427909455,2,eletronicos,7,5,0
TXN_OUT_000211,2025-10,134.67633252190606,8,farmacia,2,1,0
TXN_OUT_000212,2025-10,39.25193301065112,9,alimentacao,1,1,0
TXN_OUT_000213,2025-10,49.06768095101994,10,alimentacao,1,2,0
TXN_OUT_000214,2025-10,532.8418689979508,16,vestuario,4,2,0
TXN_OUT_000215,2025-10,6057.685130437079,3,eletronicos,7,17,1
TXN_OUT_000216,2025-10,224.86053322056497,13,lazer,6,1,0
TXN_OUT_000217,2025-10,108.71528225182077,9,transporte,3,1,0
TXN_OUT_000218,2025-10,63.74652004359696,12,farmacia,2,4,0
TXN_OUT_000219,2025-10,180.70107596834941,20,eletronicos,7,5,0
TXN_OUT_000220,2025-10,754.900640169196,15,lazer,6,5,0
TXN_OUT_000221,2025-10,135.51697906333888,14,farmacia,2,1,0
TXN_OUT_000222,2025-10,240.69104138045083,17,farmacia,2,1,0
TXN_OUT_000223,2025-10,967.8508041993803,17,lazer,6,5,0
TXN_OUT_000224,2025-10,6380.884374207722,3,eletronicos,7,20,1
TXN_OUT_000225,2025-10,968.275185084067,15,eletronicos,7,14,1
TXN_OUT_000226,2025-10,115.01150228232746,15,transporte,3,2,0
TXN_OUT_000227,2025-10,194.72370842423396,13,transporte,3,1,0
TXN_OUT_000228,2025-10,1130.018978207854,21,vestuario,4,7,0
TXN_OUT_000229,2025-10,82.51570811619413,14,transporte,3,1,0
TXN_OUT_000230,2025-10,800.0,18,eletronicos,7,10,1
TXN_OUT_000231,2025-10,383.6011396071034,15,transporte,3,1,0
TXN_OUT_000232,2025-10,500.0,3,vestuario,4,5,0
TXN_OUT_000233,2025-10,354.6569525658544,20,eletronicos,7,1,0
TXN_OUT_000234,2025-10,1944.9118522090419,9,vestuario,4,5,0
TXN_OUT_000235,2025-10,80.51839321598078,16,farmacia,2,1,0
TXN_OUT_000236,2025-10,267.18499145213684,20,restaurante,5,3,0
TXN_OUT_000237,2025-10,529.2469107863809,20,lazer,6,4,0
TXN_OUT_000238,2025-10,212.70030558663808,22,livros,8,1,0
TXN_OUT_000239,2025-10,314.42249065086247,14,alimentacao,1,5,0
TXN_OUT_000240,2025-10,247.28599832990216,17,lazer,6,3,0
TXN_OUT_000241,2025-10,705.4441174112138,0,vestuario,4,8,0
TXN_OUT_000242,2025-10,159.2927563107568,8,alimentacao,1,1,0
TXN_OUT_000243,2025-10,365.47913287421653,16,lazer,6,2,0
TXN_OUT_000244,2025-10,291.3373076973635,21,livros,8,6,0
TXN_OUT_000245,2025-10,94.46411276557562,12,farmacia,2,2,0
TXN_OUT_000246,2025-10,511.5924065310518,16,vestuario,4,4,0
TXN_OUT_000247,2025-10,1671.6276705731843,17,vestuario,4,7,1
TXN_OUT_000248,2025-10,156.6374961100543,16,vestuario,4,3,0
TXN_OUT_000249,2025-10,216.25462675668973,21,assinatura,9,4,0
TXN_OUT_000250,2025-10,266.7866189340076,15,vestuario,4,4,0
TXN_OUT_000251,2025-10,151.0298226292024,13,alimentacao,1,1,0
TXN_OUT_000252,2025-10,295.9194002710601,12,restaurante,5,3,0
TXN_OUT_000253,2025-10,84.32345296168806,12,alimentacao,1,1,0
TXN_OUT_000254,2025-10,794.0006729371936,23,eletronicos,7,2,0
TXN_OUT_000255,2025-10,409.5959092047234,19,vestuario,4,2,0
TXN_OUT_000256,2025-10,79.76817867433124,10,alimentacao,1,2,0
TXN_OUT_000257,2025-10,75.35173552687644,11,alimentacao,1,6,0
TXN_OUT_000258,2025-10,5128.939323094849,2,joias,11,12,1
TXN_OUT_000259,2025-10,82.617835725787,22,livros,8,2,0
TXN_OUT_000260,2025-10,21.55903169113528,10,alimentacao,1,1,0
TXN_OUT_000261,2025-10,800.0,15,supermercado,10,14,1
TXN_OUT_000262,2025-10,56.19639175869343,16,alimentacao,1,1,0
TXN_OUT_000263,2025-10,1538.2639818782352,13,eletronicos,7,12,0
TXN_OUT_000264,2025-10,100.0,14,lazer,6,1,0
TXN_OUT_000265,2025-10,2101.288848225636,23,vestuario,4,4,0
TXN_OUT_000266,2025-10,266.4097008808871,16,transporte,3,3,0
TXN_OUT_000267,2025-10,140.23502958818025,11,transporte,3,4,0
TXN_OUT_000268,2025-10,25.798144716487236,16,farmacia,2,3,0
TXN_OUT_000269,2025-10,523.5783739378967,17,restaurante,5,3,0
TXN_OUT_000270,2025-10,346.5601201885196,20,assinatura,9,1,0
TXN_OUT_000271,2025-10,2210.847506147697,2,joias,11,11,1
TXN_OUT_000272,2025-10,123.81762965846532,17,transporte,3,2,0
TXN_OUT_000273,2025-10,1167.6267245194917,6,vestuario,4,3,0
TXN_OUT_000274,2025-10,2000.0,0,viagem,12,8,1
TXN_OUT_000275,2025-10,2000.0,22,joias,11,12,1
TXN_OUT_000276,2025-10,29.50287929572366,10,alimentacao,1,3,0
TXN_OUT_000277,2025-10,143.28614527852156,9,alimentacao,1,3,0
TXN_OUT_000278,2025-10,463.08824662165597,23,assinatura,9,3,0
TXN_OUT_000279,2025-10,376.6919518127369,10,alimentacao,1,4,0
TXN_OUT_000280,2025-10,1746.8650585230657,17,supermercado,10,9,1
TXN_OUT_000281,2025-10,427.18215550591964,23,assinatura,9,2,0
TXN_OUT_000282,2025-10,356.95633829339306,19,restaurante,5,4,0
TXN_OUT_000283,2025-10,284.5448299184676,19,assinatura,9,5,0
TXN_OUT_000284,2025-10,401.0861617302203,23,livros,8,5,0
TXN_OUT_000285,2025-10,121.61487543584178,9,farmacia,2,1,0
TXN_OUT_000286,2025-10,82.60960317875278,14,farmacia,2,6,0
TXN_OUT_000287,2025-10,2595.3319415953088,20,vestuario,4,7,0
TXN_OUT_000288,2025-10,170.28436178834164,10,farmacia,2,2,0
TXN_OUT_000289,2025-10,41.6122595966865,12,transporte,3,4,0
TXN_OUT_000290,2025-10,331.5168910613028,23,livros,8,1,0
TXN_OUT_000291,2025-10,791.5097364008086,0,supermercado,10,12,0
TXN_OUT_000292,2025-10,435.95751525677923,20,livros,8,2,0
TXN_OUT_000293,2025-10,1516.3126940312886,22,supermercado,10,5,0
TXN_OUT_000294,2025-10,81.35920535433688,17,farmacia,2,1,0
TXN_OUT_000295,2025-10,151.6908503495497,17,alimentacao,1,1,0
TXN_OUT_000296,2025-10,276.7523721044151,8,transporte,3,1,0
TXN_OUT_000297,2025-10,502.0583049783311,17,eletronicos,7,3,0
TXN_OUT_000298,2025-10,5527.294005601397,1,joias,11,19,1
TXN_OUT_000299,2025-10,53.66022693307768,12,farmacia,2,2,0
TXN_OUT_000300,2025-10,303.74361333433006,8,alimentacao,1,2,0
TXN_OUT_000301,2025-10,41.22371364961953,8,alimentacao,1,2,0
TXN_OUT_000302,2025-10,1730.998287168797,18,supermercado,10,9,1
TXN_OUT_000303,2025-10,263.686480033979,19,assinatura,9,3,0
TXN_OUT_000304,2025-10,270.4565235795255,18,vestuario,4,3,0
TXN_OUT_000305,2025-10,962.3544601510303,16,vestuario,4,8,1
TXN_OUT_000306,2025-10,209.20000038284076,19,assinatura,9,1,0
TXN_OUT_000307,2025-10,405.6361557220611,23,livros,8,4,0
TXN_OUT_000308,2025-10,335.329434162109,13,lazer,6,3,0
TXN_OUT_000309,2025-10,127.26263636339533,8,farmacia,2,3,0
TXN_OUT_000310,2025-10,431.9128042464802,14,lazer,6,7,0
TXN_OUT_000311,2025-10,596.3476283487493,1,eletronicos,7,2,0
TXN_OUT_000312,2025-10,533.3793835374145,20,eletronicos,7,3,0
TXN_OUT_000313,2025-10,160.2763039054852,12,restaurante,5,1,0
TXN_OUT_000314,2025-10,291.9166079444037,14,lazer,6,1,0
TXN_OUT_000315,2025-10,111.80032734440447,17,transporte,3,2,0
TXN_OUT_000316,2025-10,1339.252991746875,9,vestuario,4,4,0
TXN_OUT_000317,2025-10,558.1036323306431,12,eletronicos,7,6,0
TXN_OUT_000318,2025-10,4625.701071118725,4,eletronicos,7,20,1
TXN_OUT_000319,2025-10,643.2773988193355,20,eletronicos,7,5,0
TXN_OUT_000320,2025-10,97.25051789333425,16,transporte,3,2,0
TXN_OUT_000321,2025-10,1501.1258494677118,15,eletronicos,7,4,0
TXN_OUT_000322,2025-10,88.69753203357958,14,alimentacao,1,3,0
TXN_OUT_000323,2025-10,170.22406955419885,13,transporte,3,3,0
TXN_OUT_000324,2025-10,634.83097378744,15,lazer,6,5,0
TXN_OUT_000325,2025-10,69.26747442393213,13,farmacia,2,1,0
TXN_OUT_000326,2025-10,1271.4314912457116,19,eletronicos,7,8,1
TXN_OUT_000327,2025-10,172.47695764740968,12,alimentacao,1,2,0
TXN_OUT_000328,2025-10,866.1275225930262,22,supermercado,10,2,0
TXN_OUT_000329,2025-10,471.194821244069,21,vestuario,4,2,0
TXN_OUT_000330,2025-10,97.31421334020614,17,alimentacao,1,1,0
TXN_OUT_000331,2025-10,116.12682048494659,12,transporte,3,6,0
TXN_OUT_000332,2025-10,259.3018308518669,23,eletronicos,7,2,0
TXN_OUT_000333,2025-10,110.65745224085815,16,transporte,3,1,0
TXN_OUT_000334,2025-10,203.8198309773322,16,transporte,3,1,0
TXN_OUT_000335,2025-10,553.5543944738233,12,vestuario,4,4,0
TXN_OUT_000336,2025-10,18.78547344620573,15,transporte,3,2,0
TXN_OUT_000337,2025-10,101.63578975421746,8,alimentacao,1,1,0
TXN_OUT_000338,2025-10,265.0394513936949,17,lazer,6,3,0
TXN_OUT_000339,2025-10,1238.0415403142893,7,supermercado,10,9,0
TXN_OUT_000340,2025-10,221.96830975820293,19,livros,8,1,0
TXN_OUT_000341,2025-10,61.64651441120245,11,transporte,3,5,0
TXN_OUT_000342,2025-10,800.0,11,supermercado,10,6,1
TXN_OUT_000343,2025-10,162.10477629270812,21,vestuario,4,3,0
TXN_OUT_000344,2025-10,31.008790476605427,14,alimentacao,1,1,0
TXN_OUT_000345,2025-10,685.539191077706,10,eletronicos,7,4,0
TXN_OUT_000346,2025-10,15.810908737718503,11,alimentacao,1,3,0
TXN_OUT_000347,2025-10,1265.8440613990906,17,vestuario,4,11,1
TXN_OUT_000348,2025-10,172.08330638294126,23,livros,8,3,0
TXN_OUT_000349,2025-10,451.272080267778,12,vestuario,4,4,0
TXN_OUT_000350,2025-10,125.7419299697314,8,transporte,3,4,0
TXN_OUT_000351,2025-10,143.20084259021903,15,alimentacao,1,2,0
TXN_OUT_000352,2025-10,193.98659000731183,19,livros,8,1,0
TXN_OUT_000353,2025-10,795.229815946738,8,vestuario,4,4,0
TXN_OUT_000354,2025-10,35.02331738840892,8,transporte,3,2,0
TXN_OUT_000355,2025-10,159.51702092093512,13,transporte,3,1,0
TXN_OUT_000356,2025-10,788.534269634845,15,supermercado,10,5,0
TXN_OUT_000357,2025-10,1389.842232415146,17,supermercado,10,4,0
TXN_OUT_000358,2025-10,534.6090540956692,21,livros,8,1,0
TXN_OUT_000359,2025-10,398.6501778484863,22,eletronicos,7,2,0
TXN_OUT_000360,2025-10,58.307721278357754,11,farmacia,2,1,0
TXN_OUT_000361,2025-10,294.17519572561974,16,farmacia,2,6,0
TXN_OUT_000362,2025-10,153.99174207959084,15,restaurante,5,2,0
TXN_OUT_000363,2025-10,196.14563457319215,9,farmacia,2,2,0
TXN_OUT_000364,2025-10,271.4733138972557,21,restaurante,5,4,0
TXN_OUT_000365,2025-10,260.1097155411715,16,alimentacao,1,2,0
TXN_OUT_000366,2025-10,540.1734761551985,16,eletronicos,7,10,0
TXN_OUT_000367,2025-10,128.49633486241072,12,alimentacao,1,4,0
TXN_OUT_000368,2025-10,227.55346254790533,19,eletronicos,7,3,0
TXN_OUT_000369,2025-10,39.33520222436754,13,transporte,3,1,0
TXN_OUT_000370,2025-10,500.0,6,supermercado,10,7,0
TXN_OUT_000371,2025-10,3000.0,2,joias,11,15,1
TXN_OUT_000372,2025-10,97.96027166708762,16,farmacia,2,5,0
TXN_OUT_000373,2025-10,1355.8289129584027,21,eletronicos,7,5,0
TXN_OUT_000374,2025-10,1132.3199069949003,18,supermercado,10,3,0
TXN_OUT_000375,2025-10,615.2564479269168,12,eletronicos,7,6,0
TXN_OUT_000376,2025-10,132.64233675866845,11,alimentacao,1,1,0
TXN_OUT_000377,2025-10,843.6268884662917,10,vestuario,4,6,0
